data;wavelength;1;2;3;4;5;6;7;8;9;10
observation;332;0,113;0,131;0,138;0,149;0,173;0,182;0,196;0,198;0,21;0,226
observation;332,5;0,113;0,131;0,138;0,149;0,173;0,182;0,196;0,198;0,21;0,226
observation;333;0,113;0,131;0,138;0,149;0,173;0,182;0,196;0,198;0,21;0,226
observation;333,5;0,113;0,131;0,137;0,149;0,173;0,182;0,195;0,198;0,21;0,226
observation;334;0,112;0,131;0,137;0,149;0,172;0,181;0,195;0,198;0,21;0,226
observation;334,5;0,112;0,13;0,137;0,149;0,172;0,181;0,195;0,198;0,209;0,225
observation;335;0,112;0,13;0,137;0,148;0,172;0,181;0,195;0,197;0,209;0,225
observation;335,5;0,112;0,13;0,137;0,148;0,172;0,181;0,194;0,197;0,209;0,224
observation;336;0,112;0,13;0,137;0,148;0,171;0,18;0,194;0,196;0,208;0,224
observation;336,5;0,112;0,13;0,136;0,148;0,171;0,18;0,193;0,196;0,207;0,223
observation;337;0,112;0,129;0,136;0,147;0,17;0,179;0,193;0,195;0,207;0,222
observation;337,5;0,111;0,129;0,136;0,147;0,17;0,179;0,192;0,195;0,206;0,222
observation;338;0,111;0,129;0,136;0,146;0,169;0,178;0,191;0,194;0,205;0,22
observation;338,5;0,111;0,129;0,135;0,146;0,169;0,177;0,191;0,193;0,204;0,22
observation;339;0,111;0,129;0,135;0,146;0,168;0,177;0,19;0,192;0,203;0,219
observation;339,5;0,112;0,129;0,135;0,146;0,168;0,176;0,189;0,192;0,202;0,218
observation;340;0,112;0,129;0,135;0,145;0,168;0,176;0,189;0,191;0,202;0,217
observation;340,5;0,112;0,129;0,135;0,145;0,167;0,175;0,187;0,19;0,2;0,215
observation;341;0,112;0,128;0,134;0,144;0,166;0,174;0,186;0,188;0,199;0,214
observation;341,5;0,112;0,128;0,134;0,143;0,165;0,172;0,185;0,187;0,197;0,212
observation;342;0,112;0,128;0,133;0,143;0,164;0,171;0,183;0,185;0,195;0,21
observation;342,5;0,112;0,128;0,133;0,142;0,163;0,17;0,182;0,184;0,194;0,209
observation;343;0,113;0,128;0,133;0,141;0,162;0,169;0,181;0,183;0,193;0,207
observation;343,5;0,113;0,128;0,133;0,141;0,162;0,168;0,18;0,181;0,191;0,205
observation;344;0,113;0,128;0,132;0,14;0,161;0,167;0,179;0,18;0,189;0,203
observation;344,5;0,114;0,128;0,132;0,139;0,159;0,166;0,177;0,178;0,187;0,201
observation;345;0,114;0,128;0,132;0,139;0,158;0,164;0,175;0,176;0,185;0,199
observation;345,5;0,114;0,128;0,131;0,138;0,157;0,163;0,173;0,174;0,183;0,197
observation;346;0,115;0,128;0,131;0,137;0,156;0,161;0,172;0,172;0,181;0,195
observation;346,5;0,116;0,128;0,131;0,136;0,155;0,16;0,17;0,171;0,179;0,193
observation;347;0,117;0,129;0,131;0,136;0,154;0,159;0,169;0,169;0,177;0,191
observation;347,5;0,117;0,129;0,131;0,135;0,153;0,158;0,167;0,168;0,175;0,188
observation;348;0,118;0,129;0,131;0,135;0,152;0,156;0,166;0,166;0,173;0,186
observation;348,5;0,119;0,129;0,131;0,134;0,151;0,155;0,164;0,164;0,171;0,184
observation;349;0,119;0,13;0,131;0,133;0,15;0,153;0,162;0,162;0,169;0,182
observation;349,5;0,12;0,13;0,131;0,132;0,148;0,151;0,16;0,16;0,167;0,179
observation;350;0,121;0,13;0,131;0,132;0,147;0,15;0,158;0,157;0,164;0,177
observation;350,5;0,122;0,131;0,13;0,131;0,146;0,148;0,156;0,155;0,162;0,174
observation;351;0,123;0,131;0,13;0,13;0,145;0,147;0,154;0,153;0,159;0,171
observation;351,5;0,124;0,131;0,13;0,129;0,143;0,145;0,152;0,151;0,157;0,168
observation;352;0,125;0,132;0,13;0,128;0,142;0,143;0,15;0,148;0,154;0,165
