Spectra calibrating plot PL
400,5	0,045	0,047	0,046
401	0,045	0,047	0,046
401,5	0,045	0,047	0,046
402	0,045	0,047	0,046
402,5	0,045	0,047	0,046
403	0,045	0,047	0,046
403,5	0,045	0,047	0,046
404	0,045	0,047	0,046
404,5	0,045	0,047	0,046
405	0,045	0,047	0,046
405,5	0,045	0,047	0,046
406	0,045	0,047	0,046
406,5	0,045	0,047	0,046
407	0,045	0,047	0,046
407,5	0,045	0,047	0,046
408	0,045	0,047	0,046
408,5	0,045	0,047	0,046
409	0,045	0,047	0,046
409,5	0,045	0,047	0,046
410	0,045	0,047	0,046
410,5	0,045	0,047	0,046
411	0,045	0,047	0,046
411,5	0,045	0,047	0,046
412	0,045	0,047	0,046
412,5	0,045	0,047	0,046
413	0,045	0,047	0,046
413,5	0,045	0,047	0,046
414	0,045	0,047	0,046
414,5	0,045	0,047	0,046
415	0,045	0,047	0,046
415,5	0,045	0,047	0,046
416	0,045	0,047	0,046
416,5	0,045	0,047	0,046
417	0,045	0,047	0,046
417,5	0,045	0,047	0,046
418	0,045	0,047	0,046
418,5	0,045	0,047	0,046
419	0,045	0,047	0,046
419,5	0,045	0,047	0,046
420	0,045	0,047	0,046
420,5	0,045	0,047	0,046
421	0,045	0,047	0,046
421,5	0,045	0,047	0,046
422	0,045	0,047	0,046
422,5	0,045	0,047	0,046
423	0,045	0,047	0,046
423,5	0,045	0,047	0,046
424	0,045	0,047	0,046
424,5	0,045	0,047	0,046
425	0,045	0,047	0,046
425,5	0,045	0,047	0,046
426	0,045	0,047	0,046
426,5	0,045	0,047	0,046
427	0,045	0,047	0,046
427,5	0,045	0,047	0,046
428	0,045	0,047	0,046
428,5	0,045	0,047	0,046
429	0,045	0,047	0,046
429,5	0,045	0,047	0,046
430	0,045	0,047	0,046
430,5	0,045	0,047	0,046
431	0,045	0,047	0,046
431,5	0,045	0,047	0,046
432	0,045	0,047	0,046
432,5	0,045	0,047	0,046
433	0,045	0,047	0,046
433,5	0,045	0,047	0,046
434	0,045	0,047	0,046
434,5	0,045	0,047	0,046
435	0,045	0,047	0,046
435,5	0,045	0,047	0,046
436	0,045	0,047	0,046
436,5	0,045	0,047	0,046
437	0,045	0,047	0,046
437,5	0,045	0,047	0,046
438	0,045	0,047	0,046
438,5	0,045	0,047	0,046
439	0,045	0,047	0,046
439,5	0,045	0,047	0,046
440	0,045	0,047	0,046
440,5	0,045	0,047	0,046
441	0,045	0,047	0,046
441,5	0,045	0,047	0,046
442	0,045	0,047	0,046
442,5	0,045	0,047	0,046
443	0,045	0,047	0,046
443,5	0,045	0,047	0,046
444	0,045	0,047	0,046
444,5	0,045	0,047	0,046
445	0,045	0,047	0,046
445,5	0,045	0,047	0,046
446	0,045	0,047	0,046
446,5	0,045	0,047	0,046
447	0,045	0,047	0,046
447,5	0,045	0,047	0,046
448	0,045	0,047	0,046
448,5	0,045	0,047	0,046
449	0,045	0,047	0,046
449,5	0,045	0,047	0,046
450	0,045	0,047	0,046
450,5	0,045	0,047	0,046
451	0,045	0,047	0,046
451,5	0,045	0,047	0,046
452	0,045	0,047	0,046
452,5	0,045	0,047	0,046
453	0,045	0,047	0,046
453,5	0,045	0,047	0,046
454	0,045	0,047	0,046
454,5	0,045	0,047	0,046
455	0,045	0,047	0,046
455,5	0,045	0,047	0,046
456	0,045	0,047	0,046
456,5	0,045	0,047	0,046
457	0,045	0,047	0,046
457,5	0,045	0,047	0,046
458	0,045	0,047	0,046
458,5	0,045	0,047	0,046
459	0,045	0,047	0,046
459,5	0,045	0,047	0,046
460	0,045	0,047	0,046
460,5	0,045	0,047	0,046
461	0,045	0,047	0,046
461,5	0,045	0,047	0,046
462	0,045	0,047	0,046
462,5	0,045	0,047	0,046
463	0,045	0,047	0,046
463,5	0,045	0,047	0,046
464	0,045	0,047	0,046
464,5	0,045	0,047	0,046
465	0,045	0,047	0,046
465,5	0,045	0,047	0,046
466	0,045	0,047	0,046
466,5	0,045	0,047	0,046
467	0,045	0,047	0,046
467,5	0,045	0,047	0,046
468	0,045	0,047	0,046
468,5	0,045	0,047	0,046
469	0,045	0,047	0,046
469,5	0,045	0,047	0,046
470	0,045	0,047	0,046
470,5	0,045	0,047	0,046
471	0,045	0,047	0,046
471,5	0,045	0,047	0,046
472	0,045	0,047	0,046
472,5	0,045	0,047	0,046
473	0,045	0,047	0,046
473,5	0,045	0,047	0,046
474	0,045	0,047	0,046
474,5	0,045	0,047	0,046
475	0,045	0,047	0,046
475,5	0,045	0,047	0,046
476	0,045	0,047	0,046
476,5	0,045	0,047	0,046
477	0,045	0,047	0,046
477,5	0,045	0,047	0,046
478	0,045	0,047	0,046
478,5	0,045	0,047	0,046
479	0,045	0,047	0,046
479,5	0,045	0,047	0,046
480	0,045	0,047	0,046
480,5	0,045	0,047	0,046
481	0,045	0,047	0,046
481,5	0,045	0,047	0,046
482	0,045	0,047	0,046
482,5	0,045	0,047	0,046
483	0,045	0,047	0,046
483,5	0,045	0,047	0,046
484	0,045	0,047	0,046
484,5	0,045	0,047	0,046
485	0,045	0,047	0,046
485,5	0,045	0,047	0,046
486	0,045	0,047	0,046
486,5	0,045	0,047	0,046
487	0,045	0,047	0,046
487,5	0,045	0,047	0,046
488	0,045	0,047	0,046
488,5	0,045	0,047	0,046
489	0,045	0,047	0,046
489,5	0,045	0,047	0,046
490	0,045	0,047	0,046
490,5	0,045	0,047	0,046
491	0,045	0,047	0,046
491,5	0,045	0,047	0,046
492	0,045	0,047	0,046
492,5	0,045	0,047	0,046
493	0,045	0,047	0,046
493,5	0,045	0,047	0,046
494	0,045	0,047	0,046
494,5	0,045	0,047	0,046
495	0,045	0,047	0,046
495,5	0,045	0,047	0,046
496	0,045	0,047	0,046
496,5	0,045	0,047	0,046
497	0,045	0,047	0,046
497,5	0,045	0,047	0,046
498	0,045	0,047	0,046
498,5	0,045	0,047	0,046
499	0,045	0,047	0,046
499,5	0,045	0,047	0,046
500	0,045	0,047	0,046

